photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1314430,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933364_363EBY_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314433,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933478_364EBY_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314435,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926893_659EBY_N0730000ZCAM01062_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314437,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926775_659EBY_N0730000ZCAM01062_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314439,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933364_363ECM_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314440,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926893_659ECM_N0730000ZCAM01062_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314441,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926775_659ECM_N0730000ZCAM01062_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314446,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR2_1487_0798926728_660ECM_N0730000ZCAM01062_034080J01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314447,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR2_1487_0798926754_660ECM_N0730000ZCAM01062_034080J01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314448,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR2_1487_0798926633_660ECM_N0730000ZCAM01062_034080J01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314451,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933478_364ECM_N0730000ZCAM01002_1100LMJ01_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314511,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933364_363EBY_N0730000ZCAM01002_1100LMJ02_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314513,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926775_659EBY_N0730000ZCAM01062_1100LMJ02_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314514,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798933364_363ECM_N0730000ZCAM01002_1100LMJ02_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
1314515,1487,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01487/ids/edr/browse/zcam/ZR7_1487_0798926775_659ECM_N0730000ZCAM01062_1100LMJ02_1200.jpg,2025-04-25,8,Perseverance,2021-02-18,2020-07-30,active
